instance_id,error_code,severity_level,severity_name,subsystem_code,subsystem_name,mid,fault_category,machine,operation_code,run_id,title,primary_param,primary_param_name,primary_param_unit,primary_value,normal_min,normal_max,critical_min,critical_max,all_pvalues_json,recommended_action,related_codes,real_x_rms,real_y_rms,real_z_rms,real_crest,real_kurtosis,source,complaint_case_id
237,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M03,OP14,M03_OP14_inst0237,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,21.8,1.0,30.0,0.0,31.0,"{""P020"": 21.8, ""P001"": 7230.982, ""P002"": 61.301}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
238,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP04,M02_OP04_inst0238,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,62.6,0.0,85.0,0.0,105.0,"{""P002"": 62.6, ""P005"": 28.504, ""P001"": 3609.17, ""P003"": 35.671}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
239,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP08,M01_OP08_inst0239,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,30.175,20.0,72.0,0.0,90.0,"{""P072"": 30.175, ""P001"": 7728.213, ""P002"": 66.671}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
240,TCS-NC-001,7,NOTICE,TCS,Tool Change System,132,process_anomaly,M02,OP11,M02_OP11_inst0240,Tool Change Complete,P020,Tool Magazine Position,slot,14.9,1.0,30.0,0.0,31.0,"{""P020"": 14.9, ""P022"": 5.961, ""P001"": 3747.272, ""P002"": 23.951}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
241,ELC-NC-001,7,NOTICE,ELC,Electrical Cabinet,142,process_anomaly,M03,OP08,M03_OP08_inst0241,Power-On Self-Test — Passed,P090,DC Bus Voltage,V,576.048,560.0,620.0,480.0,680.0,"{""P090"": 576.048, ""P091"": 386.482, ""P001"": 1677.612, ""P002"": 51.396}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
242,CLS-AD-001,8,ADVISORY,CLS,Coolant System,134,process_anomaly,M01,OP11,M01_OP11_inst0242,Coolant — Through-Spindle Active,P030,Coolant Flow Rate,L/min,22.306,15.0,40.0,5.0,50.0,"{""P030"": 22.306, ""P001"": 3032.576, ""P002"": 79.415}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
243,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP01,M02_OP01_inst0243,Spindle Idle — No Load Detected,P002,Spindle Load,%,34.4,0.0,85.0,0.0,105.0,"{""P002"": 34.4, ""P001"": 2255.051, ""P003"": 69.792}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
244,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M02,OP01,M02_OP01_inst0244,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.0,-0.01,0.01,-0.5,0.5,"{""P010"": -0.0, ""P011"": -0.006, ""P012"": -0.001, ""P001"": 2861.722, ""P002"": 2.267}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
245,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP08,M02_OP08_inst0245,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,53.6,0.0,85.0,0.0,105.0,"{""P002"": 53.6, ""P001"": 3150.712, ""P003"": 24.488}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
246,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M01,OP04,M01_OP04_inst0246,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,86.1,20.0,100.0,5.0,100.0,"{""P033"": 86.1, ""P001"": 6729.493, ""P002"": 55.247}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
247,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M01,OP01,M01_OP01_inst0247,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.006,-0.01,0.01,-0.5,0.5,"{""P010"": -0.006, ""P011"": 0.007, ""P012"": 0.004, ""P001"": 1196.462, ""P002"": 59.971}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
248,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M03,OP01,M03_OP01_inst0248,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,44.042,20.0,72.0,0.0,90.0,"{""P072"": 44.042, ""P001"": 250.131, ""P002"": 18.331}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
249,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M03,OP11,M03_OP11_inst0249,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.003,-0.01,0.01,-0.5,0.5,"{""P010"": -0.003, ""P011"": -0.002, ""P012"": 0.006, ""P001"": 1977.358, ""P002"": 10.357}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
250,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M02,OP11,M02_OP11_inst0250,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,23.351,15.0,35.0,5.0,45.0,"{""P031"": 23.351, ""P001"": 3711.198, ""P002"": 9.423}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
251,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP08,M03_OP08_inst0251,NC Block Counter,P082,NC Program Block Number,block,10657.0,0.0,99999.0,0.0,99999.0,"{""P082"": 10657, ""P001"": 4171.468, ""P002"": 20.565}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
252,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M02,OP07,M02_OP07_inst0252,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.008,-0.01,0.01,-0.5,0.5,"{""P010"": -0.008, ""P011"": -0.003, ""P012"": 0.001, ""P001"": 1579.78, ""P002"": 56.798}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
253,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M01,OP08,M01_OP08_inst0253,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,601.426,560.0,620.0,480.0,680.0,"{""P090"": 601.426, ""P001"": 6312.657, ""P002"": 43.148}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
254,SPN-WN-002,6,WARNING,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP14,M02_OP14_inst0254,Spindle Temperature — Warm-Up Reminder,P003,Spindle Motor Temperature,°C,56.55,20.0,75.0,0.0,95.0,"{""P003"": 56.55, ""P001"": 5121.799, ""P002"": 83.388}",Log event. No immediate action required. Review at end of shift.,SPN-MN-002|THM-NC-001,,,,,,synthetic_normal,
255,CLS-AD-001,8,ADVISORY,CLS,Coolant System,134,process_anomaly,M03,OP01,M03_OP01_inst0255,Coolant — Through-Spindle Active,P030,Coolant Flow Rate,L/min,21.071,15.0,40.0,5.0,50.0,"{""P030"": 21.071, ""P001"": 633.721, ""P002"": 20.496}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
256,SPN-AD-001,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M03,OP11,M03_OP11_inst0256,Spindle Running at Reduced Speed — Override Active,P001,Spindle Speed,RPM,3281.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3281, ""P083"": 16.009, ""P002"": 29.945, ""P003"": 38.62}",Performance advisory only. No maintenance action required.,SPN-MD-002,,,,,,synthetic_normal,
257,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M03,OP07,M03_OP07_inst0257,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,25.5,1.0,30.0,0.0,31.0,"{""P020"": 25.5, ""P001"": 3880.396, ""P002"": 15.494}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
258,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M01,OP11,M01_OP11_inst0258,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.039,0.0,0.05,0.0,2.0,"{""P016"": 0.039, ""P001"": 3715.669, ""P002"": 24.943}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
259,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP01,M01_OP01_inst0259,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,51.9,0.0,85.0,0.0,105.0,"{""P002"": 51.9, ""P005"": 37.209, ""P001"": 3245.97, ""P003"": 64.847}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,,,,,,synthetic_normal,
260,CNC-NC-001,7,NOTICE,CNC,CNC Controller,140,process_anomaly,M02,OP01,M02_OP01_inst0260,CNC System — Normal Operation,P080,CNC CPU Load,%,30.1,0.0,75.0,0.0,100.0,"{""P080"": 30.1, ""P081"": 15.288, ""P001"": 2920.096, ""P002"": 66.372}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
261,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M02,OP01,M02_OP01_inst0261,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.469,1.0,4.5,0.0,12.0,"{""P063"": 2.469, ""P001"": 3551.916, ""P002"": 34.002}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
262,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M02,OP04,M02_OP04_inst0262,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,45.453,20.0,72.0,0.0,90.0,"{""P072"": 45.453, ""P001"": 4020.005, ""P002"": 42.289}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
263,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M01,OP11,M01_OP11_inst0263,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,73.6,25.0,100.0,10.0,100.0,"{""P041"": 73.6, ""P001"": 3501.797, ""P002"": 84.583}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
264,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M03,OP04,M03_OP04_inst0264,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,18.8,1.0,30.0,0.0,31.0,"{""P020"": 18.8, ""P001"": 732.544, ""P002"": 56.178}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
265,LUB-AD-001,8,ADVISORY,LUB,Lubrication System,136,process_anomaly,M02,OP08,M02_OP08_inst0265,Lubrication Oil Level — Nominal,P041,Lubrication Oil Level,%,54.0,25.0,100.0,10.0,100.0,"{""P041"": 54.0, ""P001"": 1416.494, ""P002"": 37.732}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
266,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP11,M01_OP11_inst0266,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,43.297,20.0,72.0,0.0,90.0,"{""P072"": 43.297, ""P001"": 2885.219, ""P002"": 84.843}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
267,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M03,OP14,M03_OP14_inst0267,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,87.4,25.0,100.0,10.0,100.0,"{""P041"": 87.4, ""P001"": 692.825, ""P002"": 54.189}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
268,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M03,OP14,M03_OP14_inst0268,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,605.748,560.0,620.0,480.0,680.0,"{""P090"": 605.748, ""P001"": 1363.895, ""P002"": 2.647}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
269,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP02,M01_OP02_inst0269,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,26.598,20.0,72.0,0.0,90.0,"{""P072"": 26.598, ""P001"": 6250.271, ""P002"": 31.138}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
270,ELC-NC-001,7,NOTICE,ELC,Electrical Cabinet,142,process_anomaly,M03,OP01,M03_OP01_inst0270,Power-On Self-Test — Passed,P090,DC Bus Voltage,V,580.522,560.0,620.0,480.0,680.0,"{""P090"": 580.522, ""P091"": 407.162, ""P001"": 7595.706, ""P002"": 31.621}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
271,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP02,M03_OP02_inst0271,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,2563.0,100.0,8000.0,0.0,8500.0,"{""P001"": 2563, ""P002"": 33.833, ""P003"": 55.726, ""P004"": 1.123}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
272,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M01,OP11,M01_OP11_inst0272,Spindle Idle — No Load Detected,P002,Spindle Load,%,14.8,0.0,85.0,0.0,105.0,"{""P002"": 14.8, ""P001"": 4190.188, ""P003"": 70.245}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
273,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP14,M02_OP14_inst0273,Spindle Idle — No Load Detected,P002,Spindle Load,%,17.3,0.0,85.0,0.0,105.0,"{""P002"": 17.3, ""P001"": 3625.558, ""P003"": 74.8}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
274,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M03,OP07,M03_OP07_inst0274,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.45,2.0,4.5,0.5,6.0,"{""P040"": 2.45, ""P042"": 0.771, ""P001"": 685.011, ""P002"": 14.676}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
275,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP14,M01_OP14_inst0275,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,39.384,20.0,72.0,0.0,90.0,"{""P072"": 39.384, ""P001"": 6779.618, ""P002"": 27.165}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
276,VIB-AD-001,8,ADVISORY,VIB,Vibration Monitoring,144,process_anomaly,M03,OP01,M03_OP01_inst0276,Vibration Baseline Update,P060,X-Axis Vibration RMS,mm/s,1.44,0.0,4.5,0.0,11.2,"{""P060"": 1.44, ""P061"": 1.307, ""P062"": 1.35, ""P001"": 1344.291, ""P002"": 60.313}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
277,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M02,OP08,M02_OP08_inst0277,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,17.8,1.0,30.0,0.0,31.0,"{""P020"": 17.8, ""P001"": 7882.547, ""P002"": 67.326}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
278,CLS-NC-001,7,NOTICE,CLS,Coolant System,134,process_anomaly,M02,OP01,M02_OP01_inst0278,Coolant Temperature Stabilised,P031,Coolant Temperature,°C,19.887,15.0,35.0,5.0,45.0,"{""P031"": 19.887, ""P001"": 4620.992, ""P002"": 39.729}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
279,AXS-WN-001,6,WARNING,AXS,Axis Servo System,130,process_anomaly,M03,OP01,M03_OP01_inst0279,Following Error — Intermittent Spikes,P016,Axis Following Error,mm,0.026,0.0,0.05,0.0,2.0,"{""P016"": 0.026, ""P001"": 3245.464, ""P002"": 60.939}",Log event. No immediate action required. Review at end of shift.,AXS-MD-001|AXS-MJ-001,,,,,,synthetic_normal,
280,CNC-NC-001,7,NOTICE,CNC,CNC Controller,140,process_anomaly,M03,OP07,M03_OP07_inst0280,CNC System — Normal Operation,P080,CNC CPU Load,%,30.6,0.0,75.0,0.0,100.0,"{""P080"": 30.6, ""P081"": 65.867, ""P001"": 682.631, ""P002"": 82.652}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
281,SPN-NC-001,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP07,M02_OP07_inst0281,Spindle Speed Program Limit Active,P001,Spindle Speed,RPM,3039.0,100.0,8000.0,0.0,8500.0,"{""P001"": 3039, ""P002"": 29.284, ""P003"": 68.288, ""P004"": 3.511}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
282,TCS-WN-001,6,WARNING,TCS,Tool Change System,132,tool_wear,M01,OP07,M01_OP07_inst0282,Next Tool Pre-Call — Long ATC Cycle Expected,P020,Tool Magazine Position,slot,20.6,1.0,30.0,0.0,31.0,"{""P020"": 20.6, ""P001"": 6958.872, ""P002"": 70.668}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
283,AXS-NC-001,7,NOTICE,AXS,Axis Servo System,130,process_anomaly,M02,OP02,M02_OP02_inst0283,Axis Position — Reference Established,P010,X-Axis Position Error,mm,-0.007,-0.01,0.01,-0.5,0.5,"{""P010"": -0.007, ""P011"": 0.009, ""P012"": -0.005, ""P001"": 7585.117, ""P002"": 44.106}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
284,LUB-NC-001,7,NOTICE,LUB,Lubrication System,136,process_anomaly,M01,OP04,M01_OP04_inst0284,Lubrication Cycle Complete,P040,Lubrication Oil Pressure,bar,2.446,2.0,4.5,0.5,6.0,"{""P040"": 2.446, ""P042"": 2.413, ""P001"": 2268.163, ""P002"": 53.127}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
285,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M03,OP11,M03_OP11_inst0285,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,29.21,20.0,75.0,0.0,95.0,"{""P003"": 29.21, ""P001"": 7538.695, ""P002"": 13.107}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
286,VIB-NC-001,7,NOTICE,VIB,Vibration Monitoring,144,process_anomaly,M03,OP01,M03_OP01_inst0286,Crest Factor — Within Normal Band,P063,Vibration Crest Factor,-,2.505,1.0,4.5,0.0,12.0,"{""P063"": 2.505, ""P001"": 324.151, ""P002"": 3.864}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
287,CLS-AD-001,8,ADVISORY,CLS,Coolant System,134,process_anomaly,M03,OP02,M03_OP02_inst0287,Coolant — Through-Spindle Active,P030,Coolant Flow Rate,L/min,25.17,15.0,40.0,5.0,50.0,"{""P030"": 25.17, ""P001"": 3391.036, ""P002"": 54.314}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
288,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP08,M03_OP08_inst0288,NC Block Counter,P082,NC Program Block Number,block,21586.0,0.0,99999.0,0.0,99999.0,"{""P082"": 21586, ""P001"": 7657.536, ""P002"": 41.05}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
289,ELC-AD-001,8,ADVISORY,ELC,Electrical Cabinet,142,process_anomaly,M02,OP07,M02_OP07_inst0289,UPS Battery — Fully Charged,P093,UPS Battery Level,%,82.6,80.0,100.0,20.0,100.0,"{""P093"": 82.6, ""P001"": 573.313, ""P002"": 37.366}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
290,CNC-NC-001,7,NOTICE,CNC,CNC Controller,140,process_anomaly,M02,OP02,M02_OP02_inst0290,CNC System — Normal Operation,P080,CNC CPU Load,%,17.7,0.0,75.0,0.0,100.0,"{""P080"": 17.7, ""P081"": 11.493, ""P001"": 6905.732, ""P002"": 27.142}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
291,VIB-AD-001,8,ADVISORY,VIB,Vibration Monitoring,144,process_anomaly,M02,OP02,M02_OP02_inst0291,Vibration Baseline Update,P060,X-Axis Vibration RMS,mm/s,1.819,0.0,4.5,0.0,11.2,"{""P060"": 1.819, ""P061"": 2.317, ""P062"": 0.478, ""P001"": 2009.729, ""P002"": 10.414}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
292,THM-AD-001,8,ADVISORY,THM,Thermal Management,146,process_anomaly,M01,OP02,M01_OP02_inst0292,Feed Motor Temperature — Nominal,P072,Feed Drive Motor Temp,°C,27.214,20.0,72.0,0.0,90.0,"{""P072"": 27.214, ""P001"": 2392.675, ""P002"": 32.653}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
293,THM-WN-001,6,WARNING,THM,Thermal Management,146,process_anomaly,M01,OP14,M01_OP14_inst0293,Ambient Temperature — Above Recommended Range,P070,Ambient Temperature,°C,31.316,15.0,35.0,5.0,45.0,"{""P070"": 31.316, ""P001"": 6526.475, ""P002"": 79.369}",Log event. No immediate action required. Review at end of shift.,THM-MD-001,,,,,,synthetic_normal,
294,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M01,OP14,M01_OP14_inst0294,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,2.501,0.0,4.5,0.0,11.2,"{""P060"": 2.501, ""P061"": 4.482, ""P062"": 2.101, ""P001"": 7044.698, ""P002"": 42.276}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
295,SPN-NC-002,7,NOTICE,SPN,Spindle Drive System,128,process_anomaly,M02,OP08,M02_OP08_inst0295,Spindle Warm-Up Complete,P003,Spindle Motor Temperature,°C,35.559,20.0,75.0,0.0,95.0,"{""P003"": 35.559, ""P001"": 2001.756, ""P002"": 49.584}",Informational. Parameter approaching limit. Review during next maintenance window.,SPN-WN-002,,,,,,synthetic_normal,
296,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP04,M01_OP04_inst0296,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,57.2,0.0,85.0,0.0,105.0,"{""P002"": 57.2, ""P001"": 7070.482, ""P003"": 55.984}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,,,,,,synthetic_normal,
297,CNC-NC-001,7,NOTICE,CNC,CNC Controller,140,process_anomaly,M02,OP08,M02_OP08_inst0297,CNC System — Normal Operation,P080,CNC CPU Load,%,7.7,0.0,75.0,0.0,100.0,"{""P080"": 7.7, ""P081"": 8.6, ""P001"": 1158.086, ""P002"": 22.48}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
298,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M02,OP04,M02_OP04_inst0298,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,590.95,560.0,620.0,480.0,680.0,"{""P090"": 590.95, ""P001"": 504.146, ""P002"": 47.754}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
299,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M03,OP04,M03_OP04_inst0299,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,591.544,560.0,620.0,480.0,680.0,"{""P090"": 591.544, ""P001"": 4083.619, ""P002"": 64.974}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
300,LUB-WN-001,6,WARNING,LUB,Lubrication System,136,process_anomaly,M03,OP11,M03_OP11_inst0300,Lubrication — Scheduled Interval Due,P041,Lubrication Oil Level,%,78.5,25.0,100.0,10.0,100.0,"{""P041"": 78.5, ""P001"": 1116.441, ""P002"": 8.218}",Log event. No immediate action required. Review at end of shift.,LUB-SR-001,,,,,,synthetic_normal,
301,ELC-WN-001,6,WARNING,ELC,Electrical Cabinet,142,process_anomaly,M02,OP08,M02_OP08_inst0301,DC Bus — Minor Voltage Ripple Detected,P090,DC Bus Voltage,V,609.718,560.0,620.0,480.0,680.0,"{""P090"": 609.718, ""P001"": 6064.225, ""P002"": 16.92}",Log event. No immediate action required. Review at end of shift.,ELC-CR-001|ELC-MD-001,,,,,,synthetic_normal,
302,HYD-WN-001,6,WARNING,HYD,Hydraulic System,138,process_anomaly,M02,OP08,M02_OP08_inst0302,Hydraulic Pump — Scheduled Service Due,P052,Hydraulic Pump Flow,L/min,27.711,20.0,35.0,5.0,40.0,"{""P052"": 27.711, ""P001"": 407.42, ""P002"": 60.655}",Log event. No immediate action required. Review at end of shift.,HYD-MD-001,,,,,,synthetic_normal,
303,CNC-NC-001,7,NOTICE,CNC,CNC Controller,140,process_anomaly,M03,OP07,M03_OP07_inst0303,CNC System — Normal Operation,P080,CNC CPU Load,%,12.0,0.0,75.0,0.0,100.0,"{""P080"": 12.0, ""P081"": 71.451, ""P001"": 1204.27, ""P002"": 79.166}",Informational. Parameter approaching limit. Review during next maintenance window.,,,,,,,synthetic_normal,
304,VIB-WN-001,6,WARNING,VIB,Vibration Monitoring,144,process_anomaly,M01,OP07,M01_OP07_inst0304,Vibration — Normal Operating Range,P060,X-Axis Vibration RMS,mm/s,3.81,0.0,4.5,0.0,11.2,"{""P060"": 3.81, ""P061"": 3.327, ""P062"": 1.347, ""P001"": 2757.35, ""P002"": 70.405}",Log event. No immediate action required. Review at end of shift.,,,,,,,synthetic_normal,
305,CNC-AD-001,8,ADVISORY,CNC,CNC Controller,140,process_anomaly,M03,OP08,M03_OP08_inst0305,NC Block Counter,P082,NC Program Block Number,block,21991.0,0.0,99999.0,0.0,99999.0,"{""P082"": 21991, ""P001"": 6544.416, ""P002"": 31.31}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
306,SPN-AD-002,8,ADVISORY,SPN,Spindle Drive System,128,process_anomaly,M02,OP08,M02_OP08_inst0306,Spindle Idle — No Load Detected,P002,Spindle Load,%,19.0,0.0,85.0,0.0,105.0,"{""P002"": 19.0, ""P001"": 7200.26, ""P003"": 67.965}",Performance advisory only. No maintenance action required.,,,,,,,synthetic_normal,
307,SPN-WN-002,6,WARNING,SPN,Spindle Drive System,128,spindle_bearing_fault,M03,OP07,M03_OP07_inst0307,Spindle Temperature — Warm-Up Reminder,P003,Spindle Motor Temperature,°C,52.611,20.0,75.0,0.0,95.0,"{""P003"": 52.611, ""P001"": 5279.169, ""P002"": 82.625}",Log event. No immediate action required. Review at end of shift.,SPN-MN-002|THM-NC-001,,,,,,synthetic_normal,
308,CLS-WN-001,6,WARNING,CLS,Coolant System,134,process_anomaly,M03,OP01,M03_OP01_inst0308,Coolant Tank — Refill Reminder,P033,Coolant Tank Level,%,76.3,20.0,100.0,5.0,100.0,"{""P033"": 76.3, ""P001"": 1447.045, ""P002"": 53.467}",Log event. No immediate action required. Review at end of shift.,CLS-MD-001,,,,,,synthetic_normal,
