error_code,severity_level,severity_name,severity_color,required_action,max_downtime_min,subsystem_code,subsystem_name,mid,fault_category,title,description,probable_cause,diagnostic_steps,remedy,parameters,related_codes,num_params
THM-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,THM,Thermal Management,146,process_anomaly,Thermal Gradient — Elevated Ambient,Ambient temperature P070 = {val} °C. Cabinet P071 = {val2} °C. Feed motor P072 = {val3} °C. All within spec but elevated vs seasonal baseline.,HVAC system in machine area running below capacity or unusual ambient conditions.,Check room HVAC status | Verify all machine air filters clean | Review duty cycle vs. thermal model,Request HVAC inspection for machine area. Clean all filters.,P070 | Ambient Temperature [°C] | normal: 15–35 | critical: 5–45 || P071 | Electrical Cabinet Temp [°C] | normal: 20–45 | critical: 10–60 || P072 | Feed Drive Motor Temp [°C] | normal: 20–72 | critical: 0–90,THM-CR-001 | ELC-MN-001,3
THM-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,THM,Thermal Management,146,process_anomaly,Ambient Temperature — Above Recommended Range,"Ambient temperature P070 = {val} °C, above recommended operating range (35°C). Machine can operate but thermal compensation active.",Seasonal high temperatures or HVAC reduced capacity.,Confirm HVAC is functional | Increase frequency of coolant concentration checks,Monitor thermal parameters. Consider running reduced duty cycle during peak heat hours.,P070 | Ambient Temperature [°C] | normal: 15–35 | critical: 5–45,THM-MD-001,1
THM-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,THM,Thermal Management,146,process_anomaly,Thermal Compensation Active,"CNC thermal error compensation is active. Ambient P070={val}°C, spindle P003={val2}°C. Axis offsets automatically adjusted for thermal expansion.",Normal thermal compensation function.,Advisory — no diagnostic required,No action required. Monitor part quality.,P070 | Ambient Temperature [°C] | normal: 15–35 | critical: 5–45 || P003 | Spindle Motor Temperature [°C] | normal: 20–75 | critical: 0–95,,2
THM-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,THM,Thermal Management,146,process_anomaly,Feed Motor Temperature — Nominal,Feed motor temperature P072 = {val} °C. Within optimal band.,Status advisory.,Advisory — no diagnostic required,No action required.,P072 | Feed Drive Motor Temp [°C] | normal: 20–72 | critical: 0–90,,1
CNC-CR-001,1,CRITICAL,RED,Immediate machine stop. Do not restart without authorised technician inspection.,480,CNC,CNC Controller,140,actuator_fault,CNC Controller — Watchdog Timeout,CNC real-time kernel watchdog timed out. All motion halted. CPU load at time of fault: P080={val}%. Memory P081={val2}%.,"Software exception in motion planner, hardware interrupt overload, or memory corruption.",Record fault dump from CNC system log | Check for recent software updates | Verify RAM hardware via POST diagnostics | Check CPU temperature,"Reboot CNC controller. If recurring, contact CNC manufacturer support with fault dump. Do not restart machine with persistent watchdog faults.",P080 | CNC CPU Load [%] | normal: 0–75 | critical: 0–100 || P081 | CNC Memory Usage [%] | normal: 0–80 | critical: 0–100,AXS-CR-001 | ELC-CR-001,2
CNC-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,CNC,CNC Controller,140,actuator_fault,NC Program — Syntax Error at Block,NC program execution halted at block N{val}. P082={val}. Syntax error detected: illegal G-code combination or out-of-range parameter.,"Incorrect NC program modification, corrupted file transfer, or unsupported G-code for this CNC model.",Review NC block P082 in program editor | Check G-code reference manual for supported codes | Re-transfer program from CAM system | Run program in single-block test mode,Correct NC program. Re-verify with dry run before production restart.,P080 | CNC CPU Load [%] | normal: 0–75 | critical: 0–100 || P082 | NC Program Block Number [block] | normal: 0–99999 | critical: 0–99999,CNC-SR-001 | CNC-MD-011,2
CNC-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,CNC,CNC Controller,140,actuator_fault,CNC CPU Load — High,CNC CPU load P080 = {val}% sustained over last {val2} minutes. May cause motion interpolation jitter if load exceeds 90%.,"Complex NC program with many small blocks, excessive macro execution, or background task conflict.",Check number of active background tasks | Review NC program block density | Disable unnecessary data logging during critical cuts | Check for DNC streaming vs. stored program,Optimise NC program (increase minimum arc chord tolerance). Use stored program instead of DNC stream.,P080 | CNC CPU Load [%] | normal: 0–75 | critical: 0–100,CNC-CR-001 | CNC-MD-011,1
CNC-MD-011,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,CNC,CNC Controller,140,process_anomaly,CNC Memory — Program Storage Near Full,CNC program memory P081 = {val}%. Less than {val2} MB available. Large programs may not load.,Accumulated NC programs not archived.,Review program list for obsolete programs | Archive and delete old programs,Delete or archive old NC programs. Maintain minimum 20% free memory.,P081 | CNC Memory Usage [%] | normal: 0–80 | critical: 0–100 || P082 | NC Program Block Number [block] | normal: 0–99999 | critical: 0–99999,CNC-SR-001,2
CNC-MN-001,5,MINOR,BLUE,Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,30,CNC,CNC Controller,140,process_anomaly,Feed Override — Non-100% Setting,Feed override P083 = {val}% (nominal 100%). Machine running at non-standard feed rate.,Operator-applied override.,Confirm override is intentional | Check if masking a vibration or quality issue,Restore to 100% if not intentional. Log reason if intentional.,P083 | Feed Override [%] | normal: 0–120 | critical: 0–150,SPN-MD-002,1
CNC-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,CNC,CNC Controller,140,process_anomaly,Program — Approaching End of File,"NC program at block N{val}, approaching end. {val2} blocks remaining.",Normal program end approach.,Advisory — no diagnostic required,No action required.,P082 | NC Program Block Number [block] | normal: 0–99999 | critical: 0–99999,,1
CNC-NC-001,7,NOTICE,GREEN,Informational. Parameter approaching limit. Review during next maintenance window.,0,CNC,CNC Controller,140,process_anomaly,CNC System — Normal Operation,"CNC controller operating normally. CPU P080={val}%, memory P081={val2}%. All axes enabled.",Status notification.,Advisory — no diagnostic required,No action required.,P080 | CNC CPU Load [%] | normal: 0–75 | critical: 0–100 || P081 | CNC Memory Usage [%] | normal: 0–80 | critical: 0–100,,2
CNC-AD-001,8,ADVISORY,WHITE,Performance advisory only. No maintenance action required.,0,CNC,CNC Controller,140,process_anomaly,NC Block Counter,NC program execution at block N{val}. Advisory status update.,Status advisory.,Advisory — no diagnostic required,No action required.,P082 | NC Program Block Number [block] | normal: 0–99999 | critical: 0–99999,,1
HYD-MJ-001,2,MAJOR,ORANGE,Stop current operation. Machine must be inspected before resuming production.,240,HYD,Hydraulic System,138,actuator_fault,Hydraulic Pressure — Low,"Hydraulic pressure P050 = {val} bar, below minimum operating pressure ({val2} bar). Workholding and ATC clamp functions may be unreliable.","Pump wear, pressure relief valve stuck open, or internal leak in hydraulic circuit.",Check pump outlet pressure with calibrated gauge | Listen for pump bypass noise | Inspect hydraulic hoses and fittings for leaks | Check oil level in reservoir | Verify relief valve setting,Replace pump if output pressure confirmed low. Set relief valve to correct pressure. Repair leaks.,P050 | Hydraulic System Pressure [bar] | normal: 60–80 | critical: 40–100 || P051 | Hydraulic Oil Temperature [°C] | normal: 30–55 | critical: 20–70,TCS-MJ-001 | HYD-SR-001 | HYD-CR-phantom,2
HYD-SR-001,3,SERIOUS,YELLOW,Complete current cycle then stop. Schedule maintenance within 4 hours.,120,HYD,Hydraulic System,138,actuator_fault,Hydraulic Oil Overtemperature,"Hydraulic oil temperature P051 = {val} °C, above advisory limit (55 °C). Flow rate P052 = {val2} L/min. Seal degradation accelerates above 60 °C.","Oil cooler fouling, high duty cycle, or low oil level reducing heat dissipation.",Check oil cooler condition | Verify fan operation on cooler | Check oil level | Reduce duty cycle if possible,Clean oil cooler. Top up oil. Allow temperature to drop before resuming full cycle rate.,P051 | Hydraulic Oil Temperature [°C] | normal: 30–55 | critical: 20–70 || P052 | Hydraulic Pump Flow [L/min] | normal: 20–35 | critical: 5–40,HYD-MJ-001 | THM-MD-001,2
HYD-MD-001,4,MODERATE,AMBER,Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,60,HYD,Hydraulic System,138,actuator_fault,Hydraulic Pressure — Minor Drift,Hydraulic pressure P050 = {val} bar. Drifted {val2} bar below nominal setpoint over last 24 hours.,Minor internal leakage or relief valve creep.,Re-check relief valve setting | Monitor for continued drift,Adjust relief valve if within range. Log and monitor.,P050 | Hydraulic System Pressure [bar] | normal: 60–80 | critical: 40–100,HYD-MJ-001,1
HYD-WN-001,6,WARNING,CYAN,Log event. No immediate action required. Review at end of shift.,0,HYD,Hydraulic System,138,process_anomaly,Hydraulic Pump — Scheduled Service Due,Hydraulic pump has accumulated {val} operating hours since last service. Service interval is {val2} hours.,Normal maintenance interval.,Advisory — no diagnostic required,Schedule hydraulic system service per MAINT-HYD-001.,P052 | Hydraulic Pump Flow [L/min] | normal: 20–35 | critical: 5–40,HYD-MD-001,1
